id,Rings
105176,10.0
105177,11.0
105178,11.0
105179,11.0
105180,11.0
105181,10.0
105182,11.0
105183,11.0
105184,11.0
105185,10.0
105186,12.0
105187,10.0
105188,12.0
105189,10.0
105190,11.0
105191,11.0
105192,11.0
105193,11.0
105194,12.0
105195,11.0
105196,10.0
105197,10.0
105198,11.0
105199,11.0
105200,11.0
105201,10.0
105202,11.0
105203,10.0
105204,10.0
105205,11.0
105206,11.0
105207,11.0
105208,12.0
105209,10.0
105210,10.0
105211,11.0
105212,10.0
105213,11.0
105214,11.0
105215,12.0
105216,11.0
105217,10.0
105218,11.0
105219,11.0
105220,11.0
105221,10.0
105222,11.0
105223,10.0
105224,10.0
105225,10.0
105226,10.0
105227,10.0
105228,11.0
105229,11.0
105230,11.0
105231,10.0
105232,10.0
105233,10.0
105234,11.0
105235,11.0
105236,11.0
105237,11.0
105238,11.0
105239,10.0
105240,10.0
105241,11.0
105242,10.0
105243,11.0
105244,11.0
105245,11.0
105246,11.0
105247,11.0
105248,10.0
105249,12.0
105250,11.0
105251,11.0
105252,11.0
105253,11.0
105254,11.0
105255,11.0
105256,11.0
105257,10.0
105258,11.0
105259,11.0
105260,11.0
105261,10.0
105262,11.0
105263,12.0
105264,11.0
105265,13.0
105266,10.0
105267,10.0
105268,11.0
105269,11.0
105270,10.0
105271,10.0
105272,11.0
105273,10.0
105274,11.0
105275,10.0
105276,11.0
105277,10.0
105278,12.0
105279,10.0
105280,10.0
105281,10.0
105282,10.0
105283,11.0
105284,11.0
105285,10.0
105286,11.0
105287,11.0
105288,10.0
105289,11.0
105290,11.0
105291,10.0
105292,10.0
105293,10.0
105294,10.0
105295,10.0
105296,11.0
105297,10.0
105298,11.0
105299,10.0
105300,11.0
105301,11.0
105302,11.0
105303,10.0
105304,11.0
105305,11.0
105306,12.0
105307,10.0
105308,11.0
105309,11.0
105310,10.0
105311,10.0
105312,9.0
105313,12.0
105314,11.0
105315,11.0
105316,11.0
105317,11.0
105318,10.0
105319,10.0
105320,10.0
105321,11.0
105322,11.0
105323,11.0
105324,11.0
105325,11.0
105326,10.0
105327,11.0
105328,10.0
105329,11.0
105330,11.0
105331,10.0
105332,10.0
105333,10.0
105334,11.0
105335,11.0
105336,10.0
105337,11.0
105338,10.0
105339,10.0
105340,10.0
105341,10.0
105342,10.0
105343,11.0
105344,10.0
105345,11.0
105346,10.0
105347,10.0
105348,12.0
105349,10.0
105350,10.0
105351,10.0
105352,11.0
105353,11.0
105354,11.0
105355,11.0
105356,10.0
105357,11.0
105358,10.0
105359,11.0
105360,10.0
105361,11.0
105362,11.0
105363,10.0
105364,11.0
105365,10.0
105366,11.0
105367,11.0
105368,10.0
105369,10.0
105370,10.0
105371,11.0
105372,11.0
105373,11.0
105374,10.0
105375,10.0
105376,10.0
105377,10.0
105378,11.0
105379,11.0
105380,10.0
105381,11.0
105382,10.0
105383,11.0
105384,11.0
105385,10.0
105386,11.0
105387,11.0
105388,10.0
105389,12.0
105390,10.0
105391,11.0
105392,10.0
105393,11.0
105394,11.0
105395,11.0
105396,11.0
105397,10.0
105398,11.0
105399,10.0
105400,11.0
105401,10.0
105402,11.0
105403,11.0
105404,10.0
105405,11.0
105406,10.0
105407,11.0
105408,11.0
105409,11.0
105410,11.0
105411,11.0
105412,11.0
105413,11.0
105414,11.0
105415,11.0
105416,11.0
105417,11.0
105418,10.0
105419,10.0
105420,12.0
105421,10.0
105422,10.0
105423,11.0
105424,10.0
105425,10.0
105426,11.0
105427,11.0
105428,11.0
105429,11.0
105430,10.0
105431,11.0
105432,10.0
105433,10.0
105434,11.0
105435,11.0
105436,10.0
105437,12.0
105438,10.0
105439,10.0
105440,11.0
105441,11.0
105442,10.0
105443,10.0
105444,10.0
105445,10.0
105446,11.0
105447,12.0
105448,11.0
105449,10.0
105450,10.0
105451,10.0
105452,10.0
105453,10.0
105454,10.0
105455,11.0
105456,11.0
105457,10.0
105458,11.0
105459,11.0
105460,11.0
105461,11.0
105462,11.0
105463,10.0
105464,11.0
105465,10.0
105466,10.0
105467,10.0
105468,11.0
105469,11.0
105470,11.0
105471,10.0
105472,11.0
105473,11.0
105474,11.0
105475,10.0
105476,11.0
105477,10.0
105478,11.0
105479,11.0
105480,10.0
105481,11.0
105482,11.0
105483,11.0
105484,10.0
105485,10.0
105486,10.0
105487,10.0
105488,10.0
105489,11.0
105490,10.0
105491,11.0
105492,10.0
105493,10.0
105494,10.0
105495,10.0
105496,10.0
105497,10.0
105498,11.0
105499,11.0
105500,10.0
105501,11.0
105502,10.0
105503,11.0
105504,11.0
105505,11.0
105506,11.0
105507,11.0
105508,11.0
105509,10.0
105510,10.0
105511,10.0
105512,10.0
105513,10.0
105514,10.0
105515,11.0
105516,10.0
105517,11.0
105518,11.0
105519,11.0
105520,10.0
105521,10.0
105522,11.0
105523,11.0
105524,10.0
105525,11.0
105526,11.0
105527,11.0
105528,10.0
105529,10.0
105530,12.0
105531,11.0
105532,11.0
105533,10.0
105534,11.0
105535,11.0
105536,10.0
105537,11.0
105538,11.0
105539,13.0
105540,10.0
105541,11.0
105542,10.0
105543,11.0
105544,10.0
105545,10.0
105546,10.0
105547,11.0
105548,10.0
105549,12.0
105550,11.0
105551,11.0
105552,12.0
105553,10.0
105554,11.0
105555,10.0
105556,10.0
105557,10.0
105558,10.0
105559,10.0
105560,11.0
105561,11.0
105562,11.0
105563,11.0
105564,11.0
105565,10.0
105566,11.0
105567,11.0
105568,11.0
105569,11.0
105570,11.0
105571,10.0
105572,10.0
105573,10.0
105574,11.0
105575,11.0
105576,10.0
105577,11.0
105578,10.0
105579,10.0
105580,10.0
105581,11.0
105582,11.0
105583,10.0
105584,11.0
105585,11.0
105586,12.0
105587,10.0
105588,11.0
105589,10.0
105590,11.0
105591,11.0
105592,10.0
105593,10.0
105594,10.0
105595,10.0
105596,11.0
105597,10.0
105598,10.0
105599,11.0
105600,10.0
105601,10.0
105602,11.0
105603,10.0
105604,11.0
105605,11.0
105606,10.0
105607,10.0
105608,11.0
105609,10.0
105610,11.0
105611,10.0
105612,10.0
105613,11.0
105614,10.0
105615,11.0
105616,10.0
105617,11.0
105618,11.0
105619,10.0
105620,10.0
105621,11.0
105622,10.0
105623,10.0
105624,11.0
105625,10.0
105626,11.0
105627,11.0
105628,11.0
105629,10.0
105630,10.0
105631,11.0
105632,10.0
105633,11.0
105634,10.0
105635,11.0
105636,10.0
105637,10.0
105638,11.0
105639,10.0
105640,11.0
105641,10.0
105642,10.0
105643,10.0
105644,11.0
105645,11.0
105646,11.0
105647,11.0
105648,11.0
105649,11.0
105650,11.0
105651,11.0
105652,12.0
105653,10.0
105654,11.0
105655,10.0
105656,10.0
105657,11.0
105658,10.0
105659,10.0
105660,10.0
105661,10.0
105662,10.0
105663,11.0
105664,11.0
105665,11.0
105666,11.0
105667,10.0
105668,11.0
105669,12.0
105670,11.0
105671,11.0
105672,11.0
105673,11.0
105674,12.0
105675,10.0
105676,10.0
105677,10.0
105678,11.0
105679,11.0
105680,10.0
105681,11.0
105682,11.0
105683,11.0
105684,10.0
105685,10.0
105686,10.0
105687,11.0
105688,12.0
105689,10.0
105690,11.0
105691,11.0
105692,10.0
105693,11.0
105694,10.0
105695,11.0
105696,10.0
105697,11.0
105698,11.0
105699,11.0
105700,11.0
105701,11.0
105702,12.0
105703,10.0
105704,10.0
105705,11.0
105706,10.0
105707,11.0
105708,11.0
105709,10.0
105710,11.0
105711,11.0
105712,12.0
105713,10.0
105714,10.0
105715,12.0
105716,11.0
105717,11.0
105718,11.0
105719,10.0
105720,10.0
105721,10.0
105722,11.0
105723,11.0
105724,10.0
105725,10.0
105726,10.0
105727,11.0
105728,11.0
105729,11.0
105730,11.0
105731,10.0
105732,11.0
105733,11.0
105734,11.0
105735,11.0
105736,11.0
105737,10.0
105738,11.0
105739,11.0
105740,11.0
105741,11.0
105742,11.0
105743,11.0
105744,10.0
105745,11.0
105746,10.0
105747,11.0
105748,11.0
105749,10.0
105750,11.0
105751,11.0
105752,11.0
105753,10.0
105754,11.0
105755,11.0
105756,10.0
105757,10.0
105758,11.0
105759,11.0
105760,11.0
105761,11.0
105762,10.0
105763,11.0
105764,10.0
105765,11.0
105766,10.0
105767,11.0
105768,10.0
105769,11.0
105770,11.0
105771,10.0
105772,10.0
105773,11.0
105774,11.0
105775,11.0
105776,10.0
105777,11.0
105778,10.0
105779,11.0
105780,11.0
105781,11.0
105782,10.0
105783,10.0
105784,10.0
105785,11.0
105786,11.0
105787,10.0
105788,10.0
105789,11.0
105790,11.0
105791,11.0
105792,11.0
105793,10.0
105794,10.0
105795,11.0
105796,11.0
105797,11.0
105798,11.0
105799,10.0
105800,11.0
105801,11.0
105802,12.0
105803,10.0
105804,11.0
105805,10.0
105806,11.0
105807,11.0
105808,10.0
105809,10.0
105810,11.0
105811,11.0
105812,11.0
105813,10.0
105814,11.0
105815,10.0
105816,11.0
105817,11.0
105818,11.0
105819,10.0
105820,10.0
105821,11.0
105822,11.0
105823,10.0
105824,10.0
105825,10.0
105826,11.0
105827,10.0
105828,11.0
105829,10.0
105830,11.0
105831,11.0
105832,11.0
105833,10.0
105834,10.0
105835,11.0
105836,10.0
105837,10.0
105838,10.0
105839,10.0
105840,11.0
105841,10.0
105842,10.0
105843,10.0
105844,11.0
105845,11.0
105846,10.0
105847,10.0
105848,10.0
105849,11.0
105850,11.0
105851,10.0
105852,10.0
105853,10.0
105854,11.0
105855,10.0
105856,10.0
105857,10.0
105858,11.0
105859,11.0
105860,10.0
105861,11.0
105862,10.0
105863,11.0
105864,10.0
105865,11.0
105866,11.0
105867,10.0
105868,11.0
105869,10.0
105870,11.0
105871,11.0
105872,11.0
105873,11.0
105874,11.0
105875,10.0
105876,10.0
105877,10.0
105878,10.0
105879,10.0
105880,10.0
105881,11.0
105882,11.0
105883,10.0
105884,10.0
105885,11.0
105886,10.0
105887,10.0
105888,10.0
105889,11.0
105890,10.0
105891,11.0
105892,11.0
105893,11.0
105894,11.0
105895,11.0
105896,11.0
105897,11.0
105898,11.0
105899,11.0
105900,10.0
105901,11.0
105902,10.0
105903,10.0
105904,10.0
105905,11.0
105906,11.0
105907,11.0
105908,11.0
105909,10.0
105910,11.0
105911,11.0
105912,11.0
105913,10.0
105914,10.0
105915,11.0
105916,11.0
105917,10.0
105918,10.0
105919,11.0
105920,11.0
105921,10.0
105922,11.0
105923,12.0
105924,11.0
105925,11.0
105926,11.0
105927,10.0
105928,11.0
105929,11.0
105930,10.0
105931,10.0
105932,11.0
105933,10.0
105934,10.0
105935,10.0
105936,11.0
105937,11.0
105938,11.0
105939,11.0
105940,10.0
105941,11.0
105942,10.0
105943,11.0
105944,10.0
105945,10.0
105946,10.0
105947,10.0
105948,11.0
105949,12.0
105950,11.0
105951,11.0
105952,11.0
105953,11.0
105954,11.0
105955,11.0
105956,10.0
105957,10.0
105958,10.0
105959,11.0
105960,11.0
105961,11.0
105962,10.0
105963,11.0
105964,10.0
105965,10.0
105966,11.0
105967,10.0
105968,11.0
105969,11.0
105970,12.0
105971,11.0
105972,11.0
105973,11.0
105974,10.0
105975,10.0
105976,11.0
105977,11.0
105978,10.0
105979,10.0
105980,11.0
105981,10.0
105982,11.0
105983,11.0
105984,10.0
105985,11.0
105986,10.0
105987,11.0
105988,10.0
105989,11.0
105990,10.0
105991,10.0
105992,11.0
105993,11.0
105994,11.0
105995,11.0
105996,10.0
105997,11.0
105998,10.0
105999,11.0
106000,10.0
106001,10.0
106002,10.0
106003,11.0
106004,11.0
106005,10.0
106006,10.0
106007,10.0
106008,11.0
106009,11.0
106010,11.0
106011,10.0
106012,10.0
106013,11.0
106014,10.0
106015,10.0
106016,12.0
106017,10.0
106018,10.0
106019,12.0
106020,10.0
106021,11.0
106022,11.0
106023,10.0
106024,10.0
106025,10.0
106026,10.0
106027,11.0
106028,11.0
106029,10.0
106030,11.0
106031,10.0
106032,10.0
106033,11.0
106034,11.0
106035,11.0
106036,11.0
106037,10.0
106038,11.0
106039,10.0
106040,11.0
106041,11.0
106042,10.0
106043,10.0
106044,10.0
106045,11.0
106046,11.0
106047,12.0
106048,11.0
106049,11.0
106050,12.0
106051,10.0
106052,11.0
106053,10.0
106054,10.0
106055,10.0
106056,10.0
106057,10.0
106058,10.0
106059,10.0
106060,11.0
106061,10.0
106062,10.0
106063,10.0
106064,11.0
106065,11.0
106066,10.0
106067,10.0
106068,11.0
106069,11.0
106070,11.0
106071,11.0
106072,11.0
106073,10.0
106074,10.0
106075,10.0
106076,10.0
106077,11.0
106078,11.0
106079,11.0
106080,11.0
106081,10.0
106082,10.0
106083,11.0
106084,10.0
106085,10.0
106086,11.0
106087,11.0
106088,10.0
106089,10.0
106090,11.0
106091,11.0
106092,11.0
106093,10.0
106094,11.0
106095,10.0
106096,11.0
106097,11.0
106098,10.0
106099,11.0
106100,11.0
106101,11.0
106102,11.0
106103,11.0
106104,10.0
106105,11.0
106106,11.0
106107,11.0
106108,11.0
106109,10.0
106110,11.0
106111,11.0
106112,10.0
106113,10.0
106114,11.0
106115,11.0
106116,11.0
106117,11.0
106118,10.0
106119,10.0
106120,11.0
106121,10.0
106122,11.0
106123,11.0
106124,11.0
106125,10.0
106126,10.0
106127,11.0
106128,11.0
106129,10.0
106130,11.0
106131,11.0
106132,11.0
106133,11.0
106134,11.0
106135,10.0
106136,11.0
106137,11.0
106138,11.0
106139,11.0
106140,10.0
106141,10.0
106142,11.0
106143,10.0
106144,10.0
106145,11.0
106146,11.0
106147,11.0
106148,11.0
106149,10.0
106150,11.0
106151,10.0
106152,11.0
106153,10.0
106154,11.0
106155,10.0
106156,11.0
106157,10.0
106158,10.0
106159,11.0
106160,10.0
106161,11.0
106162,10.0
106163,11.0
106164,10.0
106165,10.0
106166,10.0
106167,11.0
106168,10.0
106169,11.0
106170,11.0
106171,10.0
106172,11.0
106173,10.0
106174,11.0
106175,11.0
106176,11.0
106177,11.0
106178,10.0
106179,10.0
106180,10.0
106181,11.0
106182,11.0
106183,10.0
106184,11.0
106185,10.0
106186,11.0
106187,11.0
106188,11.0
106189,10.0
106190,10.0
106191,10.0
106192,10.0
106193,10.0
106194,11.0
106195,11.0
106196,11.0
106197,11.0
106198,10.0
106199,11.0
106200,10.0
106201,10.0
106202,11.0
106203,11.0
106204,10.0
106205,11.0
106206,10.0
106207,11.0
106208,10.0
106209,11.0
106210,11.0
106211,12.0
106212,11.0
106213,10.0
106214,11.0
106215,10.0
106216,10.0
106217,11.0
106218,10.0
106219,11.0
106220,10.0
106221,10.0
106222,10.0
106223,10.0
106224,10.0
106225,11.0
106226,10.0
106227,11.0
106228,10.0
106229,10.0
106230,11.0
106231,10.0
106232,11.0
106233,10.0
106234,11.0
106235,11.0
106236,11.0
106237,11.0
106238,10.0
106239,13.0
106240,10.0
106241,10.0
106242,11.0
106243,10.0
106244,10.0
106245,11.0
106246,11.0
106247,11.0
106248,11.0
106249,11.0
106250,11.0
106251,10.0
106252,10.0
106253,12.0
106254,11.0
106255,11.0
106256,12.0
106257,11.0
106258,11.0
106259,11.0
106260,10.0
106261,11.0
106262,10.0
106263,10.0
106264,11.0
106265,11.0
106266,10.0
106267,11.0
106268,11.0
106269,10.0
106270,11.0
106271,10.0
106272,10.0
106273,11.0
106274,10.0
106275,10.0
106276,11.0
106277,11.0
106278,10.0
106279,11.0
106280,11.0
106281,11.0
106282,10.0
106283,11.0
106284,11.0
106285,11.0
106286,10.0
106287,11.0
106288,11.0
106289,10.0
106290,11.0
106291,12.0
106292,10.0
106293,11.0
106294,11.0
106295,11.0
106296,10.0
106297,11.0
106298,10.0
106299,10.0
106300,10.0
106301,10.0
106302,12.0
106303,10.0
106304,11.0
106305,11.0
106306,10.0
106307,10.0
106308,11.0
106309,11.0
106310,11.0
106311,10.0
106312,11.0
106313,11.0
106314,10.0
106315,10.0
106316,11.0
106317,11.0
106318,11.0
106319,11.0
106320,10.0
106321,12.0
106322,10.0
106323,10.0
106324,11.0
106325,11.0
106326,11.0
106327,11.0
106328,10.0
106329,11.0
106330,10.0
106331,11.0
106332,10.0
106333,10.0
106334,11.0
106335,10.0
106336,12.0
106337,11.0
106338,11.0
106339,11.0
106340,11.0
106341,11.0
106342,11.0
106343,11.0
106344,11.0
106345,11.0
106346,11.0
106347,10.0
106348,11.0
106349,12.0
106350,11.0
106351,10.0
106352,10.0
106353,10.0
106354,11.0
106355,10.0
106356,10.0
106357,11.0
106358,11.0
106359,10.0
106360,11.0
106361,11.0
106362,11.0
106363,11.0
106364,11.0
106365,11.0
106366,10.0
106367,11.0
106368,10.0
106369,11.0
106370,10.0
106371,11.0
106372,10.0
106373,11.0
106374,11.0
106375,10.0
106376,11.0
106377,11.0
106378,11.0
106379,11.0
106380,10.0
106381,11.0
106382,11.0
106383,11.0
106384,11.0
106385,11.0
106386,11.0
106387,10.0
106388,11.0
106389,11.0
106390,11.0
106391,11.0
106392,10.0
106393,10.0
106394,11.0
106395,11.0
106396,10.0
106397,10.0
106398,11.0
106399,11.0
106400,11.0
106401,10.0
106402,10.0
106403,11.0
106404,10.0
106405,11.0
106406,11.0
106407,11.0
106408,10.0
106409,10.0
106410,10.0
106411,11.0
106412,11.0
106413,11.0
106414,10.0
106415,11.0
106416,11.0
106417,11.0
106418,11.0
106419,11.0
106420,10.0
106421,11.0
106422,11.0
106423,11.0
106424,10.0
106425,10.0
106426,10.0
106427,11.0
106428,11.0
106429,10.0
106430,10.0
106431,10.0
106432,11.0
106433,10.0
106434,10.0
106435,11.0
106436,10.0
106437,11.0
106438,11.0
106439,10.0
106440,10.0
106441,10.0
106442,10.0
106443,11.0
106444,11.0
106445,10.0
106446,11.0
106447,11.0
106448,11.0
106449,11.0
106450,11.0
106451,10.0
106452,10.0
106453,11.0
106454,10.0
106455,11.0
106456,11.0
106457,11.0
106458,10.0
106459,10.0
106460,11.0
106461,11.0
106462,10.0
106463,11.0
106464,10.0
106465,11.0
106466,11.0
106467,11.0
106468,11.0
106469,11.0
106470,11.0
106471,10.0
106472,10.0
106473,10.0
106474,11.0
106475,11.0
106476,10.0
106477,10.0
106478,10.0
106479,10.0
106480,11.0
106481,10.0
106482,11.0
106483,10.0
106484,11.0
106485,10.0
106486,10.0
106487,11.0
106488,11.0
106489,10.0
106490,11.0
106491,11.0
106492,11.0
106493,11.0
106494,10.0
106495,10.0
106496,10.0
106497,11.0
106498,10.0
106499,10.0
106500,11.0
106501,11.0
106502,12.0
106503,11.0
106504,11.0
106505,10.0
106506,11.0
106507,10.0
106508,12.0
106509,11.0
106510,10.0
106511,10.0
106512,10.0
106513,11.0
106514,10.0
106515,10.0
106516,10.0
106517,11.0
106518,11.0
106519,11.0
106520,11.0
106521,11.0
106522,11.0
106523,10.0
106524,10.0
106525,10.0
106526,11.0
106527,10.0
106528,11.0
106529,11.0
106530,11.0
106531,10.0
106532,10.0
106533,11.0
106534,10.0
106535,11.0
106536,10.0
106537,11.0
106538,11.0
106539,11.0
106540,10.0
106541,10.0
106542,12.0
106543,11.0
106544,11.0
106545,10.0
106546,10.0
106547,11.0
106548,11.0
106549,11.0
106550,11.0
106551,10.0
106552,10.0
106553,11.0
106554,11.0
106555,11.0
106556,10.0
106557,11.0
106558,10.0
106559,10.0
106560,11.0
106561,10.0
106562,10.0
106563,10.0
106564,10.0
106565,11.0
106566,10.0
106567,10.0
106568,10.0
106569,10.0
106570,10.0
106571,11.0
106572,11.0
106573,10.0
106574,10.0
106575,11.0
106576,11.0
106577,10.0
106578,11.0
106579,10.0
106580,12.0
106581,11.0
106582,10.0
106583,11.0
106584,11.0
106585,10.0
106586,11.0
106587,10.0
106588,10.0
106589,11.0
106590,10.0
106591,10.0
106592,11.0
106593,11.0
106594,10.0
106595,10.0
106596,11.0
106597,10.0
106598,11.0
106599,10.0
106600,11.0
106601,10.0
106602,10.0
106603,11.0
106604,11.0
106605,11.0
106606,11.0
106607,11.0
106608,11.0
106609,10.0
106610,11.0
106611,11.0
106612,10.0
106613,10.0
106614,11.0
106615,11.0
106616,11.0
106617,10.0
106618,10.0
106619,11.0
106620,11.0
106621,10.0
106622,12.0
106623,10.0
106624,11.0
106625,11.0
106626,10.0
106627,11.0
106628,11.0
106629,11.0
106630,11.0
106631,11.0
106632,11.0
106633,10.0
106634,11.0
106635,11.0
106636,10.0
106637,10.0
106638,10.0
106639,11.0
106640,10.0
106641,10.0
106642,10.0
106643,10.0
106644,11.0
106645,10.0
106646,10.0
106647,10.0
106648,11.0
106649,10.0
106650,10.0
106651,10.0
106652,10.0
106653,10.0
106654,11.0
106655,11.0
106656,11.0
106657,11.0
106658,11.0
106659,10.0
106660,11.0
106661,11.0
106662,10.0
106663,11.0
106664,11.0
106665,10.0
106666,10.0
106667,11.0
106668,11.0
106669,10.0
106670,10.0
106671,11.0
106672,10.0
106673,10.0
106674,10.0
106675,11.0
106676,10.0
106677,11.0
106678,11.0
106679,11.0
106680,10.0
106681,11.0
106682,10.0
106683,11.0
106684,11.0
106685,10.0
106686,11.0
106687,10.0
106688,10.0
106689,11.0
106690,10.0
106691,10.0
106692,11.0
106693,10.0
106694,11.0
106695,10.0
106696,10.0
106697,10.0
106698,10.0
106699,11.0
106700,11.0
106701,10.0
106702,10.0
106703,10.0
106704,11.0
106705,11.0
106706,11.0
106707,11.0
106708,10.0
106709,11.0
106710,10.0
106711,11.0
106712,11.0
106713,11.0
106714,10.0
106715,11.0
106716,11.0
106717,10.0
106718,11.0
106719,10.0
106720,10.0
106721,11.0
106722,11.0
106723,11.0
106724,11.0
106725,10.0
106726,11.0
106727,11.0
106728,10.0
106729,11.0
106730,11.0
106731,10.0
106732,11.0
106733,11.0
106734,11.0
106735,11.0
106736,10.0
106737,10.0
106738,11.0
106739,10.0
106740,11.0
106741,11.0
106742,10.0
106743,11.0
106744,11.0
106745,11.0
106746,10.0
106747,11.0
106748,10.0
106749,10.0
106750,11.0
106751,11.0
106752,12.0
106753,11.0
106754,11.0
106755,11.0
106756,10.0
106757,10.0
106758,10.0
106759,11.0
106760,11.0
106761,10.0
106762,10.0
106763,11.0
106764,11.0
106765,10.0
106766,10.0
106767,11.0
106768,11.0
106769,11.0
106770,11.0
106771,11.0
106772,10.0
106773,10.0
106774,10.0
106775,10.0
106776,10.0
106777,10.0
106778,11.0
106779,10.0
106780,11.0
106781,12.0
106782,11.0
106783,10.0
106784,11.0
106785,10.0
106786,11.0
106787,11.0
106788,10.0
106789,11.0
106790,11.0
106791,11.0
106792,11.0
106793,10.0
106794,11.0
106795,10.0
106796,10.0
106797,10.0
106798,11.0
106799,10.0
106800,10.0
106801,11.0
106802,12.0
106803,11.0
106804,10.0
106805,11.0
106806,10.0
106807,11.0
106808,10.0
106809,11.0
106810,11.0
106811,11.0
106812,11.0
106813,11.0
106814,11.0
106815,10.0
106816,10.0
106817,11.0
106818,11.0
106819,10.0
106820,10.0
106821,10.0
106822,11.0
106823,12.0
106824,10.0
106825,10.0
106826,10.0
106827,11.0
106828,11.0
106829,11.0
106830,11.0
106831,11.0
106832,10.0
106833,10.0
106834,10.0
106835,11.0
106836,10.0
106837,10.0
106838,11.0
106839,11.0
106840,10.0
106841,10.0
106842,11.0
106843,10.0
106844,12.0
106845,10.0
106846,12.0
106847,11.0
106848,10.0
106849,13.0
106850,10.0
106851,10.0
106852,10.0
106853,11.0
106854,11.0
106855,10.0
106856,11.0
106857,11.0
106858,10.0
106859,11.0
106860,10.0
106861,10.0
106862,12.0
106863,11.0
106864,11.0
106865,11.0
106866,11.0
106867,9.0
106868,10.0
106869,11.0
106870,12.0
106871,10.0
106872,11.0
106873,11.0
106874,11.0
106875,11.0
106876,11.0
106877,11.0
106878,10.0
106879,11.0
106880,11.0
106881,11.0
106882,10.0
106883,10.0
106884,11.0
106885,11.0
106886,11.0
106887,11.0
106888,10.0
106889,11.0
106890,11.0
106891,11.0
106892,11.0
106893,11.0
106894,11.0
106895,10.0
106896,11.0
106897,11.0
106898,11.0
106899,11.0
106900,10.0
106901,10.0
106902,11.0
106903,10.0
106904,10.0
106905,10.0
106906,11.0
106907,11.0
106908,11.0
106909,11.0
106910,10.0
106911,10.0
106912,11.0
106913,11.0
106914,11.0
106915,11.0
106916,10.0
106917,11.0
106918,11.0
106919,11.0
106920,12.0
106921,10.0
106922,11.0
106923,10.0
106924,10.0
106925,11.0
106926,11.0
106927,11.0
106928,11.0
106929,10.0
106930,11.0
106931,11.0
106932,10.0
106933,11.0
106934,11.0
106935,10.0
106936,11.0
106937,10.0
106938,12.0
106939,11.0
106940,11.0
106941,11.0
106942,11.0
106943,10.0
106944,11.0
106945,10.0
106946,10.0
106947,12.0
106948,11.0
106949,10.0
106950,11.0
106951,11.0
106952,11.0
106953,10.0
106954,10.0
106955,11.0
106956,11.0
106957,11.0
106958,11.0
106959,11.0
106960,11.0
106961,11.0
106962,11.0
106963,11.0
106964,11.0
106965,10.0
106966,11.0
106967,11.0
106968,11.0
106969,11.0
106970,10.0
106971,10.0
106972,11.0
106973,11.0
106974,11.0
106975,11.0
106976,10.0
106977,11.0
106978,10.0
106979,10.0
106980,10.0
106981,10.0
106982,11.0
106983,11.0
106984,11.0
106985,11.0
106986,10.0
106987,10.0
106988,10.0
106989,11.0
106990,10.0
106991,11.0
106992,11.0
106993,10.0
106994,12.0
106995,11.0
106996,11.0
106997,11.0
106998,10.0
106999,10.0
107000,11.0
107001,10.0
107002,11.0
107003,11.0
107004,10.0
107005,10.0
107006,10.0
107007,11.0
107008,11.0
107009,11.0
107010,10.0
107011,10.0
107012,10.0
107013,11.0
107014,10.0
107015,11.0
107016,10.0
107017,11.0
107018,10.0
107019,11.0
107020,10.0
107021,11.0
107022,10.0
107023,11.0
107024,11.0
107025,10.0
107026,10.0
107027,11.0
107028,10.0
107029,11.0
107030,11.0
107031,11.0
107032,11.0
107033,11.0
107034,10.0
107035,10.0
107036,11.0
107037,10.0
107038,11.0
107039,11.0
107040,11.0
107041,11.0
107042,11.0
107043,11.0
107044,11.0
107045,11.0
107046,11.0
107047,11.0
107048,11.0
107049,11.0
107050,10.0
107051,11.0
107052,11.0
107053,10.0
107054,11.0
107055,10.0
107056,10.0
107057,11.0
107058,11.0
107059,11.0
107060,12.0
107061,11.0
107062,10.0
107063,10.0
107064,11.0
107065,11.0
107066,10.0
107067,10.0
107068,10.0
107069,10.0
107070,11.0
107071,11.0
107072,11.0
107073,11.0
107074,10.0
107075,10.0
107076,11.0
107077,11.0
107078,10.0
107079,11.0
107080,10.0
107081,11.0
107082,11.0
107083,11.0
107084,10.0
107085,11.0
107086,10.0
107087,10.0
107088,10.0
107089,10.0
107090,11.0
107091,11.0
107092,11.0
107093,11.0
107094,11.0
107095,11.0
107096,10.0
107097,11.0
107098,11.0
107099,10.0
107100,10.0
107101,11.0
107102,10.0
107103,11.0
107104,10.0
107105,10.0
107106,10.0
107107,10.0
107108,10.0
107109,11.0
107110,10.0
107111,11.0
107112,11.0
107113,11.0
107114,11.0
107115,10.0
107116,10.0
107117,10.0
107118,11.0
107119,10.0
107120,10.0
107121,11.0
107122,10.0
107123,11.0
107124,10.0
107125,11.0
107126,11.0
107127,11.0
107128,11.0
107129,11.0
107130,11.0
107131,10.0
107132,12.0
107133,11.0
107134,11.0
107135,11.0
107136,11.0
107137,11.0
107138,10.0
107139,10.0
107140,11.0
107141,10.0
107142,10.0
107143,11.0
107144,10.0
107145,10.0
107146,11.0
107147,10.0
107148,11.0
107149,11.0
107150,12.0
107151,10.0
107152,10.0
107153,10.0
107154,12.0
107155,11.0
107156,10.0
107157,10.0
107158,10.0
107159,10.0
107160,10.0
107161,10.0
107162,10.0
107163,11.0
107164,11.0
107165,11.0
107166,11.0
107167,11.0
107168,11.0
107169,10.0
107170,10.0
107171,11.0
107172,11.0
107173,11.0
107174,11.0
